0.0048056368 0.0095996793 0.0143705643 0.0191067915 0.0237969537 0.0284297684 0.0329941073 0.0374790256 0.0418737893 0.0461679007 0.0503511203 0.0544134859 0.0583453279 0.0621372818 0.0657802983 0.0692656540 0.0725849651 0.0757302040 0.0786937217 0.0814682740 0.0840470501 0.0864237007 0.0885923647 0.0905476914 0.0922848595 0.0937995916 0.0950881656 0.0961474223 0.0969747715 0.0975681957 0.0979262524 0.0980480751 0.0979333734 0.0975824315 0.0969961065 0.0961758244 0.0951235766 0.0938419136 0.0923339389 0.0906033008 0.0886541837 0.0864912976 0.0841198667 0.0815456170 0.0787747621 0.0758139888 0.0726704406 0.0693517007 0.0658657737 0.0622210666 0.0584263684 0.0544908289 0.0504239369 0.0462354976 0.0419356083 0.0375346350 0.0330431867 0.0284720903 0.0238323647 0.0191351936 0.0143918993 0.0096139152 0.0048127578 
0.0095649242 0.0191067679 0.0286025131 0.0380292663 0.0473643205 0.0565852164 0.0656698031 0.0745962962 0.0833433327 0.0918900225 0.1002159924 0.1083014243 0.1161270848 0.1236743483 0.1309252156 0.1378623328 0.1444690159 0.1507292839 0.1566279037 0.1621504446 0.1672833368 0.1720139305 0.1763305490 0.1802225354 0.1836802888 0.1866952939 0.1892601419 0.1913685461 0.1930153529 0.1941965487 0.1949092647 0.1951517782 0.1949235129 0.1942250361 0.1930580548 0.1914254087 0.1893310618 0.1867800914 0.1837786750 0.1803340746 0.1764546187 0.1721496823 0.1674296636 0.1623059595 0.1567909377 0.1508979072 0.1446410864 0.1380355686 0.1310972860 0.1238429716 0.1162901188 0.1084569392 0.1003623192 0.0920257743 0.0834674024 0.0747078354 0.0657681893 0.0566700139 0.0474352404 0.0380861289 0.0286452151 0.0191352553 0.0095791724 
0.0142319623 0.0284295735 0.0425585757 0.0565848960 0.0704747399 0.0841946826 0.0977117599 0.1109935564 0.1240082888 0.1367248836 0.1491130450 0.1611433106 0.1727870951 0.1840167201 0.1948054370 0.2051274477 0.2149579353 0.2242731125 0.2330502895 0.2412679608 0.2489058994 0.2559452496 0.2623686108 0.2681601071 0.2733054423 0.2777919414 0.2816085809 0.2847460098 0.2871965647 0.2889542793 0.2900148903 0.2903758398 0.2900362746 0.2889970429 0.2872606875 0.2848314362 0.2817151894 0.2779195033 0.2734535709 0.2683281986 0.2625557795 0.2561502635 0.2491271232 0.2415033166 0.2332972467 0.2245287166 0.2152188826 0.2053902030 0.1950663843 0.1842723243 0.1730340523 0.1613786664 0.1493342687 0.1369298976 0.1241954575 0.1111616479 0.0978598886 0.0843222445 0.0705813484 0.0566703225 0.0426226985 0.0284723372 0.0142533466 
0.0187617465 0.0374781922 0.0561041583 0.0745947112 0.0929052839 0.1109917991 0.1288107900 0.1463195187 0.1634760905 0.1802395586 0.1965700175 0.2124286777 0.2277779206 0.2425813313 0.2568037160 0.2704111151 0.2833708308 0.2956514853 0.3072231166 0.3180573043 0.3281273090 0.3374082073 0.3458770082 0.3535127483 0.3602965619 0.3662117332 0.3712437322 0.3753802390 0.3786111616 0.3809286456 0.3823270818 0.3828031078 0.3823556074 0.3809857057 0.3786967608 0.3754943509 0.3713862579 0.3663824462 0.3604950369 0.3537382778 0.3461285080 0.3376841186 0.3284255076 0.3183750316 0.3075569515 0.2959973741 0.2837241899 0.2707670061 0.2571570752 0.2429272201 0.2281117554 0.2127464050 0.1968682161 0.1805154699 0.1637275903 0.1465450483 0.1290092650 0.1111625121 0.0930478096 0.0747088230 0.0561897576 0.0375352523 0.0187902721 
0.0231106044 0.0461653807 0.0691086513 0.0918850395 0.1144396216 0.1367180781 0.1586668463 0.1802332702 0.2013657465 0.2220138610 0.2421285101 0.2616619970 0.2805680975 0.2988020887 0.3163207479 0.3330823394 0.3490466210 0.3641749049 0.3784301867 0.3917773273 0.4041832544 0.4156171507 0.4260506102 0.4354577552 0.4438153205 0.4511027095 0.4573020316 0.4623981272 0.4663785835 0.4692337455 0.4709567218 0.4715433869 0.4709923797 0.4693050974 0.4664856857 0.4625410231 0.4574807012 0.4513169985 0.4440648495 0.4357418070 0.4263679999 0.4159660836 0.4045611863 0.3921808475 0.3788549529 0.3646156617 0.3494973305 0.3335364298 0.3167714574 0.2992428455 0.2809928636 0.2620655172 0.2425064420 0.2223627939 0.2016831362 0.1805173221 0.1589163753 0.1369323672 0.1146182912 0.0920279354 0.0692157534 0.0462367326 0.0231462623 
0.0272366194 0.0544074044 0.0814466971 0.1082891936 0.1348701224 0.1611254257 0.1869919416 0.2124075876 0.2373115418 0.2616444159 0.2853484106 0.3083674414 0.3306472164 0.3521352552 0.3727808491 0.3925349875 0.4113503099 0.4291811526 0.4459837251 0.4617163815 0.4763399148 0.4898178177 0.5021164817 0.5132053339 0.5230569250 0.5316469817 0.5389544392 0.5449614606 0.5496534494 0.5530190582 0.5550501936 0.5557420180 0.5550929476 0.5531046456 0.5497820110 0.5451331608 0.5391694069 0.5319052265 0.5233582250 0.5135490930 0.5025015558 0.4902423164 0.4768009907 0.4622100370 0.4465046778 0.4297228155 0.4119049415 0.3930940392 0.3733354807 0.3526769181 0.3311681691 0.3088610969 0.2858094865 0.2620689146 0.2376966160 0.2127513467 0.1872932416 0.1613836705 0.1350850901 0.1084608937 0.0815752587 0.0544929918 0.0272793734 
0.0311000376 0.0621248493 0.0929994090 0.1236490918 0.1539998779 0.1839785603 0.2135129577 0.2425321317 0.2709666070 0.2987485885 0.3258121640 0.3520934709 0.3775307994 0.4020645992 0.4256373724 0.4481934813 0.4696789735 0.4900415785 0.5092309658 0.5271991745 0.5439010586 0.5592946447 0.5733413752 0.5860062503 0.5972579039 0.6070686393 0.6154144461 0.6222750084 0.6276337109 0.6314776443 0.6337976082 0.6345881132 0.6338473788 0.6315773265 0.6277835675 0.6224753838 0.6156657023 0.6073710618 0.5976115711 0.5864108605 0.5737960245 0.5597975565 0.5444492762 0.5277882477 0.5098546919 0.4906918890 0.4703460759 0.4488663346 0.4263044748 0.4027149098 0.3781545255 0.3526825441 0.3263603816 0.2992515003 0.2714212563 0.2429367419 0.2138666250 0.1842809828 0.1542511341 0.1238494672 0.0931492655 0.0622245315 0.0311498083 
0.0346636536 0.0692433934 0.1036555250 0.1378167958 0.1716446201 0.2050573111 0.2379743214 0.2703164946 0.3020063283 0.3329682446 0.3631288578 0.3924172112 0.4207649339 0.4481062516 0.4743777816 0.4995181184 0.5234673761 0.5461670417 0.5675604059 0.5875933039 0.6062148122 0.6233777332 0.6390388620 0.6531591033 0.6657035047 0.6766412546 0.6859456715 0.6935941959 0.6995683870 0.7038539238 0.7064406085 0.7073223683 0.7064972549 0.7039674382 0.6997391939 0.6938228845 0.6862329308 0.6769877761 0.6661098409 0.6536254687 0.6395648629 0.6239620147 0.6068546217 0.5882839976 0.5682949739 0.5469357925 0.5242579901 0.5003162750 0.4751683956 0.4488750024 0.4214995019 0.3931079049 0.3637686673 0.3335525261 0.3025323292 0.2707828600 0.2383806576 0.2054038327 0.1719318795 0.1380454845 0.1038263320 0.0693569078 0.0347203001 
0.0378931701 0.0756945256 0.1133124872 0.1506559483 0.1876345181 0.2241587721 0.2601405166 0.2954930706 0.3301315732 0.3639733176 0.3969381080 0.4289486118 0.4599306389 0.4898132182 0.5185282917 0.5460099063 0.5721931182 0.5970134364 0.6204076899 0.6423154324 0.6626800593 0.6814494195 0.6985760417 0.7140171545 0.7277346290 0.7396949119 0.7498689754 0.7582322880 0.7647648025 0.7694509560 0.7722796739 0.7732443754 0.7723429747 0.7695778778 0.7649559709 0.7584886008 0.7501915464 0.7400849802 0.7281934195 0.7145456685 0.6991747493 0.6821178236 0.6634161041 0.6431147564 0.6212627912 0.5979129471 0.5731215646 0.5469484512 0.5194567381 0.4907127289 0.4607857403 0.4297479359 0.3976741528 0.3646417217 0.3307302808 0.2960215846 0.2605993072 0.2245488404 0.1879570890 0.1509122611 0.1135036555 0.0758214475 0.0379564710 
0.0407575282 0.0814162066 0.1218774313 0.1620430927 0.2018158283 0.2410992869 0.2797984068 0.3178197216 0.3550717047 0.3914651704 0.4269137444 0.4613343974 0.4946479731 0.5267795101 0.5576579521 0.5872147269 0.6153811877 0.6420867572 0.6672611173 0.6908371007 0.7127524440 0.7329504058 0.7513797708 0.7679946437 0.7827542325 0.7956226890 0.8065690136 0.8155670077 0.8225952602 0.8276371495 0.8306808545 0.8317193652 0.8307504895 0.8277768534 0.8228058920 0.8158498308 0.8069256570 0.7960550791 0.7832644763 0.7685848362 0.7520516821 0.7337049882 0.7135890858 0.6917525571 0.6682481198 0.6431325015 0.6164663037 0.5883138572 0.5587430680 0.5278252543 0.4956349757 0.4622498538 0.4277503862 0.3922197529 0.3557436160 0.3184099141 0.2803086506 0.2415316770 0.2021724718 0.1623259158 0.1220880631 0.0815559105 0.0408271631 
